datetime,stress_score,hrv_score
2018-10-19 15:45:32,0.8229966523042016,0.30317932334738384
2018-10-19 18:27:49,0.28802520694652545,0.4299181302417683
2018-10-20 12:07:10,0.28802520694652545,0.5256552949229718
2018-10-24 15:11:40,0.358934436425224,0.2822073354541974
2018-10-24 15:58:02,0.7090075282206669,0.22108904834218696
2018-10-24 19:05:02,0.358934436425224,0.703063420305156
2018-10-25 08:08:42,0.47562546702370495,0.9566948025902526
2018-10-25 11:37:43,0.5923164976221859,0.18993760016482866
2018-10-25 12:50:53,0.47562546702370495,0.28770268005939037
2018-10-25 16:28:16,0.7090075282206669,0.18033306209322994
2018-10-28 12:44:54,0.7090075282206669,0.3748386731214646
2018-10-28 14:17:26,0.47562546702370495,0.43269168419016807
2018-10-28 21:33:31,0.358934436425224,0.5286934470012965
2018-11-03 12:33:59,0.23882200947605908,0.5798977225003674
2018-11-03 13:26:12,0.41345233834004064,0.6510992176903432
2018-11-03 15:11:53,0.41345233834004064,0.7295251432162475
2018-11-03 18:07:39,0.41345233834004064,0.5513986148035002
2018-11-03 19:12:04,0.06419168061207753,0.5486433046243702
2018-11-04 15:02:29,0.41345233834004064,0.31945753732733684
2018-11-04 17:41:22,0.7627129960680037,0.6785953772179277
2018-11-04 19:14:42,0.06419168061207753,0.6764679225744725
2018-11-06 00:52:37,0.06419168061207753,0.2917842988905778
2018-11-06 12:18:23,0.5880826672040222,0.47132409073327947
2018-11-06 13:10:27,0.5880826672040222,0.42710507810002246
2018-11-06 19:03:18,0.5880826672040222,0.2467746376211934
2018-11-07 00:31:09,0.06419168061207753,0.022736138715036713
2018-11-07 14:28:02,0.41345233834004064,0.6735361471892772
2018-11-10 12:02:35,0.8811939998117055,0.7847986731232386
2018-11-10 12:56:49,0.8811939998117055,0.7322396984350752
2018-11-10 20:39:34,0.4895522221176142,0.17573447801138148
2018-11-10 21:54:39,0.2937313332705685,0.12203140987885586
2018-11-10 23:00:01,0.2937313332705685,0.0
2018-11-11 11:15:42,0.3916417776940913,0.3314772006953088
2018-11-14 20:54:32,0.22902409104792604,1.0
2018-11-15 22:34:45,0.10052810622258046,0.0013100913597691166
2018-11-17 18:55:16,0.614512045523963,0.46043449525661384
2018-11-18 15:25:21,0.35752007587327167,0.8004054085647098
